level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11
70,67,0,0,0,0,0,0,0,0,0,0
1429,59,0,0,0,0,0,0,0,0,0,0
695,11,0,0,0,0,0,0,0,0,0,0
1,6,0,0,0,0,0,0,0,0,0,0
277,0,0,0,0,0,0,0,0,0,0,0
1058,14,0,0,0,0,0,0,0,0,0,0
867,56,0,0,0,0,0,0,0,0,0,0
1217,29,0,0,0,0,0,0,0,0,0,0
1057,4,0,0,0,0,0,0,0,0,0,0
1057,6,0,0,0,0,0,0,0,0,0,0
1087,56,0,0,0,0,0,0,0,0,0,0
1087,53,0,0,0,0,0,0,0,0,0,0
384,52,0,0,0,0,0,0,0,0,0,0
325,58,0,0,0,0,0,0,0,0,0,0
1,35,0,0,0,0,0,0,0,0,0,0
1529,6,0,0,0,0,0,0,0,0,0,0
1058,59,0,0,0,0,0,0,0,0,0,0
1087,53,0,0,0,0,0,0,0,0,0,0
1057,56,0,0,0,0,0,0,0,0,0,0
791,57,0,0,0,0,0,0,0,0,0,0
1057,25,0,0,0,0,0,0,0,0,0,0
1087,56,0,0,0,0,0,0,0,0,0,0
826,3,0,0,0,0,0,0,0,0,0,0
791,56,0,0,0,0,0,0,0,0,0,0
325,56,0,0,0,0,0,0,0,0,0,0
384,0,0,0,0,0,0,0,0,0,0,0
325,6,0,0,0,0,0,0,0,0,0,0
1057,0,0,0,0,0,0,0,0,0,0,0
300,32,0,0,0,0,0,0,0,0,0,0
1294,56,0,0,0,0,0,0,0,0,0,0
1529,56,0,0,0,0,0,0,0,0,0,0
1633,56,0,0,0,0,0,0,0,0,0,0
695,56,0,0,0,0,0,0,0,0,0,0
1217,57,0,0,0,0,0,0,0,0,0,0
300,19,0,0,0,0,0,0,0,0,0,0
401,25,0,0,0,0,0,0,0,0,0,0
695,57,0,0,0,0,0,0,0,0,0,0
1087,35,0,0,0,0,0,0,0,0,0,0
1058,25,0,0,0,0,0,0,0,0,0,0
70,12,0,0,0,0,0,0,0,0,0,0
401,19,0,0,0,0,0,0,0,0,0,0
1057,6,0,0,0,0,0,0,0,0,0,0
695,56,0,0,0,0,0,0,0,0,0,0
401,57,0,0,0,0,0,0,0,0,0,0
372,57,0,0,0,0,0,0,0,0,0,0
1529,6,0,0,0,0,0,0,0,0,0,0
791,6,0,0,0,0,0,0,0,0,0,0
325,6,0,0,0,0,0,0,0,0,0,0
372,3,0,0,0,0,0,0,0,0,0,0
326,56,0,0,0,0,0,0,0,0,0,0
70,4,0,0,0,0,0,0,0,0,0,0
1633,56,0,0,0,0,0,0,0,0,0,0
1057,6,0,0,0,0,0,0,0,0,0,0
1633,11,0,0,0,0,0,0,0,0,0,0
695,19,0,0,0,0,0,0,0,0,0,0
22,67,0,0,0,0,0,0,0,0,0,0
1592,67,0,0,0,0,0,0,0,0,0,0
705,31,0,0,0,0,0,0,0,0,0,0
401,59,0,0,0,0,0,0,0,0,0,0
300,11,0,0,0,0,0,0,0,0,0,0
22,7,0,0,0,0,0,0,0,0,0,0
845,11,0,0,0,0,0,0,0,0,0,0
1294,67,0,0,0,0,0,0,0,0,0,0
384,67,0,0,0,0,0,0,0,0,0,0
355,57,0,0,0,0,0,0,0,0,0,0
300,11,0,0,0,0,0,0,0,0,0,0
1633,56,0,0,0,0,0,0,0,0,0,0
695,53,0,0,0,0,0,0,0,0,0,0
1057,29,0,0,0,0,0,0,0,0,0,0
325,59,0,0,0,0,0,0,0,0,0,0
826,56,0,0,0,0,0,0,0,0,0,0
791,6,0,0,0,0,0,0,0,0,0,0
1592,35,0,0,0,0,0,0,0,0,0,0
705,56,0,0,0,0,0,0,0,0,0,0
70,56,0,0,0,0,0,0,0,0,0,0
325,11,0,0,0,0,0,0,0,0,0,0
845,53,0,0,0,0,0,0,0,0,0,0
1529,56,0,0,0,0,0,0,0,0,0,0
695,7,0,0,0,0,0,0,0,0,0,0
70,4,0,0,0,0,0,0,0,0,0,0
1633,25,0,0,0,0,0,0,0,0,0,0
695,58,0,0,0,0,0,0,0,0,0,0
705,4,0,0,0,0,0,0,0,0,0,0
1217,0,0,0,0,0,0,0,0,0,0,0
1057,0,0,0,0,0,0,0,0,0,0,0
401,53,0,0,0,0,0,0,0,0,0,0
401,7,0,0,0,0,0,0,0,0,0,0
384,60,0,0,0,0,0,0,0,0,0,0
1529,53,0,0,0,0,0,0,0,0,0,0
1,4,0,0,0,0,0,0,0,0,0,0
277,56,0,0,0,0,0,0,0,0,0,0
1217,25,0,0,0,0,0,0,0,0,0,0
1057,56,0,0,0,0,0,0,0,0,0,0
401,25,0,0,0,0,0,0,0,0,0,0
1429,29,0,0,0,0,0,0,0,0,0,0
845,56,0,0,0,0,0,0,0,0,0,0
1057,67,0,0,0,0,0,0,0,0,0,0
401,4,0,0,0,0,0,0,0,0,0,0
70,57,0,0,0,0,0,0,0,0,0,0
1058,56,0,0,0,0,0,0,0,0,0,0
326,25,0,0,0,0,0,0,0,0,0,0
326,25,0,0,0,0,0,0,0,0,0,0
695,31,0,0,0,0,0,0,0,0,0,0
1529,56,0,0,0,0,0,0,0,0,0,0
1529,4,0,0,0,0,0,0,0,0,0,0
1,19,0,0,0,0,0,0,0,0,0,0
70,56,0,0,0,0,0,0,0,0,0,0
384,19,0,0,0,0,0,0,0,0,0,0
22,56,0,0,0,0,0,0,0,0,0,0
372,58,0,0,0,0,0,0,0,0,0,0
325,56,0,0,0,0,0,0,0,0,0,0
826,53,0,0,0,0,0,0,0,0,0,0
867,25,0,0,0,0,0,0,0,0,0,0
705,11,0,0,0,0,0,0,0,0,0,0
695,11,0,0,0,0,0,0,0,0,0,0
1529,6,0,0,0,0,0,0,0,0,0,0
1057,59,0,0,0,0,0,0,0,0,0,0
401,0,0,0,0,0,0,0,0,0,0,0
1429,58,0,0,0,0,0,0,0,0,0,0
1529,3,0,0,0,0,0,0,0,0,0,0
845,67,0,0,0,0,0,0,0,0,0,0
277,0,0,0,0,0,0,0,0,0,0,0
1057,6,0,0,0,0,0,0,0,0,0,0
1057,3,0,0,0,0,0,0,0,0,0,0
1367,11,0,0,0,0,0,0,0,0,0,0
1087,32,0,0,0,0,0,0,0,0,0,0
22,6,0,0,0,0,0,0,0,0,0,0
791,14,0,0,0,0,0,0,0,0,0,0
384,19,0,0,0,0,0,0,0,0,0,0
1087,11,0,0,0,0,0,0,0,0,0,0
1217,53,0,0,0,0,0,0,0,0,0,0
1217,56,0,0,0,0,0,0,0,0,0,0
1592,4,0,0,0,0,0,0,0,0,0,0
1529,12,0,0,0,0,0,0,0,0,0,0
1087,35,0,0,0,0,0,0,0,0,0,0
1294,52,0,0,0,0,0,0,0,0,0,0
384,53,0,0,0,0,0,0,0,0,0,0
845,12,0,0,0,0,0,0,0,0,0,0
372,32,0,0,0,0,0,0,0,0,0,0
1217,4,0,0,0,0,0,0,0,0,0,0
1217,4,0,0,0,0,0,0,0,0,0,0
1429,59,0,0,0,0,0,0,0,0,0,0
791,6,0,0,0,0,0,0,0,0,0,0
1217,25,0,0,0,0,0,0,0,0,0,0
695,3,0,0,0,0,0,0,0,0,0,0
384,12,0,0,0,0,0,0,0,0,0,0
1529,7,0,0,0,0,0,0,0,0,0,0
372,59,0,0,0,0,0,0,0,0,0,0
1592,57,0,0,0,0,0,0,0,0,0,0
1529,53,0,0,0,0,0,0,0,0,0,0
705,11,0,0,0,0,0,0,0,0,0,0
355,19,0,0,0,0,0,0,0,0,0,0
845,19,0,0,0,0,0,0,0,0,0,0
1057,35,0,0,0,0,0,0,0,0,0,0
325,52,0,0,0,0,0,0,0,0,0,0
1057,56,0,0,0,0,0,0,0,0,0,0
791,53,0,0,0,0,0,0,0,0,0,0
826,6,0,0,0,0,0,0,0,0,0,0
70,60,0,0,0,0,0,0,0,0,0,0
1057,11,0,0,0,0,0,0,0,0,0,0
1592,57,0,0,0,0,0,0,0,0,0,0
1633,31,0,0,0,0,0,0,0,0,0,0
826,11,0,0,0,0,0,0,0,0,0,0
1294,56,0,0,0,0,0,0,0,0,0,0
1294,35,0,0,0,0,0,0,0,0,0,0
1,56,0,0,0,0,0,0,0,0,0,0
1057,6,0,0,0,0,0,0,0,0,0,0
372,53,0,0,0,0,0,0,0,0,0,0
1633,53,0,0,0,0,0,0,0,0,0,0
845,25,0,0,0,0,0,0,0,0,0,0
791,56,0,0,0,0,0,0,0,0,0,0
1058,19,0,0,0,0,0,0,0,0,0,0
70,3,0,0,0,0,0,0,0,0,0,0
277,6,0,0,0,0,0,0,0,0,0,0
1,11,0,0,0,0,0,0,0,0,0,0
401,6,0,0,0,0,0,0,0,0,0,0
1529,25,0,0,0,0,0,0,0,0,0,0
695,57,0,0,0,0,0,0,0,0,0,0
791,11,0,0,0,0,0,0,0,0,0,0
1592,25,0,0,0,0,0,0,0,0,0,0
1429,0,0,0,0,0,0,0,0,0,0,0
1217,56,0,0,0,0,0,0,0,0,0,0
695,35,0,0,0,0,0,0,0,0,0,0
705,32,0,0,0,0,0,0,0,0,0,0
70,53,0,0,0,0,0,0,0,0,0,0
1058,4,0,0,0,0,0,0,0,0,0,0
22,14,0,0,0,0,0,0,0,0,0,0
867,11,0,0,0,0,0,0,0,0,0,0
1294,56,0,0,0,0,0,0,0,0,0,0
1087,6,0,0,0,0,0,0,0,0,0,0
70,11,0,0,0,0,0,0,0,0,0,0
1,57,0,0,0,0,0,0,0,0,0,0
1057,57,0,0,0,0,0,0,0,0,0,0
1057,67,0,0,0,0,0,0,0,0,0,0
1087,53,0,0,0,0,0,0,0,0,0,0
1592,56,0,0,0,0,0,0,0,0,0,0
1429,56,0,0,0,0,0,0,0,0,0,0
1087,59,0,0,0,0,0,0,0,0,0,0
1592,0,0,0,0,0,0,0,0,0,0,0
70,52,0,0,0,0,0,0,0,0,0,0
1429,35,0,0,0,0,0,0,0,0,0,0
867,6,0,0,0,0,0,0,0,0,0,0
22,3,0,0,0,0,0,0,0,0,0,0
867,6,0,0,0,0,0,0,0,0,0,0
845,11,0,0,0,0,0,0,0,0,0,0
70,35,0,0,0,0,0,0,0,0,0,0
325,53,0,0,0,0,0,0,0,0,0,0
826,3,0,0,0,0,0,0,0,0,0,0
300,56,0,0,0,0,0,0,0,0,0,0
1633,6,0,0,0,0,0,0,0,0,0,0
1,19,0,0,0,0,0,0,0,0,0,0
826,6,0,0,0,0,0,0,0,0,0,0
372,4,0,0,0,0,0,0,0,0,0,0
